cluster,size,proportion_pct,mean_distance,diameter,distance_to_mean,distance_mean_medoid,medoid
C1,2,0.13227513227513227,79.61961589066246,79.61961589066246,39.809807945331244,39.809807945331244,SPRING0517
C2,4,0.26455026455026454,39.41733822100975,53.92047307679898,24.37972723515443,20.119044264554347,SPRING2864
C3,50,3.306878306878307,28.640565221375336,62.03858043525196,19.60656154045545,9.042284424947109,SPRING1502
C4,311,20.56878306878307,17.355881104660487,49.59370963233865,12.123983529697457,3.3651195697911787,SPRING2055
C5,125,8.267195767195767,20.308106252857012,59.21103248814654,14.169984959181551,5.905493157061274,SPRING2640
C6,273,18.055555555555557,16.32245564857495,54.564487173882796,11.504247810349192,6.9136246897236235,SPRING4286
C7,415,27.447089947089946,18.862031032024408,67.100898335481,13.070266303211685,5.109883297828704,SPRING2982
C8,332,21.95767195767196,19.380148512763846,69.44482026153254,13.628639915649462,6.091886452222414,SPRING4505
